Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2021-12-28,BlacKkKlansman,2018,https://boxd.it/2p9ZA9,5,,adam driver was allowed to say wayyyyyy too many racial slurs,,2021-12-28
